intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
5000000,0.011767059294211783,0.9834990059642147,0.013647800130215517,0.009140019443143545,13.788154437032546,13.0,8.288754657973108,,"GCF_002959625.1 Bacteroides vulgatus strain=ATCC 8492, ASM295962v1",6adb50e9af41350a70ae1c547d324917,0.9940357852882704,4947000,10,357529000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,362476000,31,dna,1000,362476,true,0.8706442391975809,0.999463413308801,0.9350538262531909,0.999463413308801,68210,1582287,7462785
4754000,0.011188119976936564,0.9864808652246256,0.013266056739453302,0.011520230048165665,18.12629137676576,16.0,11.954948740218828,,"GCF_000019785.1 Leptothrix cholodnii SP-6 strain=SP-6, ASM1978v1",0f774696d30402cc9416e4339e29d022,0.9887687188019967,4743000,11,352786000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,357529000,31,dna,1000,357529,true,0.8698478322497724,0.9995610205623428,0.9347044264060576,0.9995610205623428,85973,1668260,7462785
4629000,0.01089394349458127,1.0,0.013121268984596894,0.037840162888251504,61.005184705119895,60.0,20.110635212312502,,"GCF_000010305.1 Gemmatimonas aurantiaca T-27 strain=T-27, ASM1030v1",f3b3f1fde1daf747380e5c34717b290f,1.0,4629000,12,348157000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,352786000,31,dna,1000,352786,true,0.8695399564643556,1.0,0.9347699782321778,1.0,282393,1950653,7462785
4530000,0.010660955720555875,0.9899453551912568,0.013008499039226556,0.005693852898080274,9.382203576948553,8.0,9.626422358316153,,"GCF_000011965.2 Ruegeria pomeroyi DSS-3 strain=DSS-3, ASM1196v2",357c0e8c59953384de1f6c7605a60317,0.9901639344262295,4529000,13,343628000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,348157000,31,dna,1000,348157,true,0.8692978770296035,0.9996740681546376,0.9344859725921205,0.9996740681546376,42492,1993145,7462785
4529000,0.010658602308697033,0.7253533117657075,0.01239712712584539,0.007956815049609496,13.938967136150234,13.0,8.044887733927816,,"GCF_000373845.1 Salinispora arenicola CNS673 strain=CNS673, ASM37384v1",5ce6c06fa71720b366c72138a273d4fe,0.7711561382598331,4260000,14,339368000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,343628000,31,dna,1000,343628,true,0.8679490408620648,0.9896955099074636,0.9288222753847641,0.9896955099074636,59380,2052525,7462785
4168000,0.009809020627654944,0.9997600767754319,0.012278706301124443,0.030912722261193376,55.36237101031917,55.0,17.934919677499334,,"GCF_000022565.1 Acidobacterium capsulatum ATCC 51196 strain=ATCC 51196, ASM2256v1",324074c7287ed934af4fd0a6a459aa30,1.0,4167000,15,335201000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,339368000,31,dna,1000,339368,true,0.867680348770675,0.9999922596425131,0.933836304206594,0.9999922596425131,230695,2283220,7462785
3932000,0.009253615428968147,0.9954430379746836,0.011730275267675215,0.00993717492866269,18.86037639877925,17.0,15.452700339192198,,"GCF_000025685.1 Haloferax volcanii DS2 strain=DS2, ASM2568v1",f299f676fc8922337c2c5d4c7d12e93a,0.9954430379746836,3932000,16,331269000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,335201000,31,dna,1000,335201,true,0.8664023457824033,0.9998526761232892,0.9331275109528463,0.9998526761232892,74159,2357379,7462785
3859000,0.009081816363272655,0.9987043275459964,0.011634049669603857,0.043402697518419735,84.04385054488843,72.0,46.60021534139665,,"GCF_000152645.1 Sulfitobacter sp. NAS-14.1 strain=NAS-14.1, ASM15264v1",5f3cd303f3759ada3b1da0fe9f63c1f8,1.0,3854000,17,327415000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,331269000,31,dna,1000,331269,true,0.8661721644702792,0.9999581778886557,0.9330651711794675,0.9999581778886557,323905,2681284,7462785
3777000,0.008888836590847582,0.9973593873778717,0.011535818456698686,0.0268182722669888,52.988880063542496,52.0,20.61834392377417,,"GCF_019904315.1 Geobacter sulfurreducens strain=PCA_v2, ASM1990431v1",de60e2d2b207e0ee10dd7c50ac817abb,0.9973593873778717,3777000,18,323638000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,327415000,31,dna,1000,327415,true,0.8659352772249963,0.9999147099216205,0.9329249935733084,0.9999147099216205,200139,2881423,7462785
3656000,0.008604073755927656,1.0,0.011296572095983785,0.012336279284476238,25.181345733041574,24.0,16.191134482356862,,"GCF_000015865.1 Hungateiclostridium thermocellum ATCC 27405 strain=ATCC 27405, ASM1586v1",f16ed0263d531574f7b8c00b25abb975,1.0,3656000,19,319982000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,323638000,31,dna,1000,323638,true,0.8653500604160091,1.0,0.9326750302080046,1.0,92063,2973486,7462785
3247000,0.0076415283056611326,1.0,0.010147445793825902,0.008374755536974468,19.24822913458577,19.0,7.554624551560224,,"GCA_003513425.1 Desulfovibrio sp., ASM351342v1",1c729d1b4c2b2aacad37b5a8530f2850,1.0,3247000,20,316735000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,319982000,31,dna,1000,319982,true,0.862360641867897,1.0,0.9311803209339484,1.0,62499,3035985,7462785
3203000,0.0075379781838720685,0.9861410532799507,0.010109397445814324,0.0064119494263870655,14.944097439100561,12.0,17.304534265162005,,"GCF_020546685.1 Deinococcus radiodurans ATCC 13939 strain=ATCC 13939, ASM2054668v1",5164cdbb6aabe74311ef1c55aed103b8,0.9864490298737296,3202000,21,313533000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,316735000,31,dna,1000,316735,true,0.8622561468790628,0.9995499116896246,0.9309030292843437,0.9995499116896246,47851,3083836,7462785
2963000,0.006973159337749903,0.9993254637436763,0.009450360887051762,0.01118268850033868,28.165372932838338,27.0,18.442080958282776,,"GCF_000020645.1 Pelodictyon phaeoclathratiforme BU-1 strain=BU-1, ASM2064v1",9b9d2415557f08b37f99abd7b8acc396,0.9993254637436763,2963000,22,310570000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,313533000,31,dna,1000,313533,true,0.8603831246725063,0.9999782336608173,0.9301806791666618,0.9999782336608173,83454,3167290,7462785
2912000,0.0068531353329489425,0.9872939560439561,0.009257172296100718,0.012078064690326734,31.351652173913042,29.0,28.715827961791245,,"GCF_000015125.1 Chlorobium phaeobacteroides DSM 266 strain=DSM 266, ASM1512v1",9902df09c49eae79932ef40dccd508d7,1.0,2875000,23,307695000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,310570000,31,dna,1000,310570,true,0.8598100702021165,0.9995875864824526,0.9296988283422846,0.9995875864824526,90136,3257426,7462785
2865000,0.006742524975583352,0.997212543554007,0.00930141861258714,0.012214474891076186,31.84975541579315,30.0,20.07570746794495,,"GCF_000156375.1 Desulfovibrio piger ATCC 29098 strain=ATCC 29098, ASM15637v1",112f1147a84d405033898f45cd1ef747,0.9982578397212544,2862000,24,304833000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,307695000,31,dna,1000,307695,true,0.8599423328387292,0.9999099605493665,0.9299261466940478,0.9999099605493665,91154,3348580,7462785
2848000,0.006702516973983032,1.0,0.009342820495156364,0.01681195425032344,44.05337078651685,43.0,13.93773633901055,,"GCF_000008185.1 Treponema denticola ATCC 35405 strain=ATCC 35405, ASM818v1",16fb896404e24616e97adafab029a609,1.0,2848000,25,301985000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,304833000,31,dna,1000,304833,true,0.8600655425329887,1.0,0.9300327712664944,1.0,125464,3474044,7462785
2780000,0.006542484967581752,0.9996402877697842,0.009202443829991556,0.01039745885751767,27.921554516012954,23.0,44.13294425053005,,"GCF_000022325.1 Caldicellulosiruptor bescii DSM 6725 strain=DSM 6725, ASM2232v1",ed73b1c07017b8ce33f625409b0fd142,1.0,2779000,26,299206000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,301985000,31,dna,1000,301985,true,0.8596456250109684,0.9999883943595338,0.9298170096852512,0.9999883943595338,77594,3551638,7462785
2728000,0.006420107550921949,0.9945295404814004,0.00911412204300716,0.031784514762250284,86.98239823982398,83.0,47.66482088910791,,"GCF_000009145.1 Nitrosomonas europaea ATCC 19718 strain=ATCC 19718, ASM914v1",d8ad9d2820efee039b6c50a767a603c8,0.9948942377826404,2727000,27,296479000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,299206000,31,dna,1000,299206,true,0.8593782336521181,0.9998230647749909,0.9296006492135545,0.9998230647749909,237201,3788839,7462785
2701000,0.006356565430733206,1.0,0.00911025738753841,0.008856747179504703,24.470936690114772,24.0,8.534291057503992,,"GCF_008000975.1 Akkermansia muciniphila strain=DSM 22959, ASM800097v1",f3a90d4e5528864a5bcc8434b0d0c3b1,1.0,2701000,28,293778000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,296479000,31,dna,1000,296479,true,0.8593664763488298,1.0,0.9296832381744149,1.0,66096,3854935,7462785
2689000,0.006328324488427097,0.9996281145407214,0.009149766149949962,0.010343859564492344,28.718005952380953,28.0,9.57031171184456,,"GCF_000172575.2 Enterococcus faecalis OG1RF strain=OG1RF, ASM17257v2",cc3d6c32716f72f09e2d175fb156dc2b,1.0,2688000,29,291090000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,293778000,31,dna,1000,293778,true,0.8594864455571081,0.9999880015356652,0.9297372235463867,0.9999880015356652,77194,3932129,7462785
2679000,0.006304790369838674,1.0,0.00920333917345151,0.025634799876989623,71.40985442329227,69.0,26.408582058902496,,"GCF_000011205.1 Sulfurisphaera tokodaii str. 7 strain=7, ASM1120v1",15d80d7279c7fe46d00c230ba79b81f3,1.0,2679000,30,288411000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,291090000,31,dna,1000,291090,true,0.8596483228983011,1.0,0.9298241614491505,1.0,191307,4123436,7462785
2713000,0.006384806373039314,0.9848875783265757,0.009264556483629265,0.012300099761684143,34.35366766467066,33.0,20.629436413239148,,"GCF_000020465.1 Chlorobium limicola DSM 245 strain=DSM 245, ASM2046v1",289407dcc3b5ed86aac3e60ea778049e,1.0,2672000,31,285739000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,288411000,31,dna,1000,288411,true,0.8598321857465183,0.9995089019828878,0.929670543864703,0.9995089019828878,91793,4215229,7462785
5167000,0.012160079074638458,0.509754684180027,0.009235701111853825,0.0028632742334128614,8.097006441834028,7.0,5.48424891051647,,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691ce52952152f0e866a59f6261,0.9980683793702917,2639000,32,283100000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,285739000,31,dna,1000,285739,true,0.8597456671631757,0.9784982190093908,0.9191219430862833,0.9784982190093908,21368,4236597,7462785
2740000,0.006448348493228058,0.9489237504560379,0.009187566231013775,0.01146060083467499,32.88273740868897,31.0,26.51429387453827,,"GCF_000016545.1 Caldicellulosiruptor saccharolyticus DSM 8903 strain=DSM 8903, ASM1654v1",8951157d23d89e5767ac5c7752d251d7,0.9996351696461145,2601000,33,280499000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,283100000,31,dna,1000,283100,true,0.8596007579727625,0.9983102411606872,0.9289554995667249,0.9983102411606872,85528,4322125,7462785
2516000,0.005921184236847369,1.0,0.008969728947340275,0.009022770989650647,26.762718600953896,26.0,10.76622048719987,,"GCA_003514505.1 Proteiniclasticum sp., ASM351450v1",fe6d742c112f60d53d86508f92cd2b32,1.0,2516000,34,277983000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,280499000,31,dna,1000,280499,true,0.8589356396437814,1.0,0.9294678198218906,1.0,67335,4389460,7462785
2464000,0.005798806820187567,0.9995941558441559,0.008860254044312062,0.004746083399159965,14.380430369468128,13.0,14.313021375473662,,"GCF_013137915.1 Fusobacterium nucleatum strain=Fn12230, ASM1313791v1",a4026f5ca15ccc6b14abb7b7e5e494cb,1.0,2463000,35,275520000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,277983000,31,dna,1000,277983,true,0.8585954571134053,0.9999869056814451,0.9292911813974252,0.9999869056814451,35419,4424879,7462785
2247000,0.005288116446818775,0.9991107158737217,0.008155487804878049,0.018777038330864415,62.36270582999555,61.0,16.97750278130339,,"GCF_000007225.1 Pyrobaculum aerophilum str. IM2 strain=IM2, ASM722v1",4a154932a9c5ad4a44c2692edf8a6b34,0.9991107158737217,2247000,36,273273000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,275520000,31,dna,1000,275520,true,0.856302905276516,0.9999713010642743,0.9281371031703951,0.9999713010642743,140129,4565008,7462785
2210000,0.005201040208041608,0.9990954319312528,0.008083491599975116,0.006394797652618962,21.60389316432775,20.0,14.188066296135416,,"GCF_000019085.1 Thermoanaerobacter pseudethanolicus ATCC 33223 strain=ATCC 33223; 39E, ASM1908v1",123f408fa4f07b259bd53f8497dd56d2,0.9995477159656264,2209000,37,271064000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,273273000,31,dna,1000,273273,true,0.8560580060984451,0.9999708076055472,0.9280144068519962,0.9999708076055472,47723,4612731,7462785
2169000,0.0051045503218290714,0.9981558321807285,0.007987043650208069,0.010491391618544552,36.16397228637413,36.0,10.491892610434283,,"GCF_000006985.1 Chlorobaculum tepidum TLS strain=TLS, ASM698v1",d49c2de1c1a924d92e841802e1c57c93,1.0,2165000,38,268899000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,271064000,31,dna,1000,271064,true,0.8557266039718943,0.9999404575665829,0.9278335307692386,0.9999404575665829,78295,4691026,7462785
2171000,0.005109257145546757,0.9926369075011505,0.008021599187799136,0.010965343367120987,37.937876680574874,38.0,11.243247094467801,,"GCF_000016385.1 Pyrobaculum arsenaticum DSM 13514 strain=DSM 13514, ASM1638v1",299321db294df4cb4ec008e414d200ae,0.9990796134376438,2157000,39,266742000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,268899000,31,dna,1000,268899,true,0.8558457823277039,0.9997616305478272,0.9278037064377656,0.9997616305478272,81832,4772858,7462785
2144000,0.005045715025358013,0.9976711690731253,0.00803023145961266,0.010106012701692464,35.20961718020541,34.0,16.16195001636582,,"GCF_019884805.1 Thermus thermophilus strain=N-1, ASM1988480v1",431dbe0f438bd780faa91c0f8dfd3195,0.9986027014438752,2142000,40,264600000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,266742000,31,dna,1000,266742,true,0.8558754765482837,0.9999247916389007,0.9279001340935922,0.9999247916389007,75419,4848277,7462785
2139000,0.005033947966063801,0.998133457769482,0.00808390022675737,0.024266275927820512,84.66292660121552,84.0,19.438133481130226,,"GCF_000008665.1 Archaeoglobus fulgidus DSM 4304 strain=DSM 4304, ASM866v1",cee0a3fb7b00990a22be02b2b0a78418,0.998133457769482,2139000,41,262461000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,264600000,31,dna,1000,264600,true,0.8560594020126068,0.9999397345130964,0.9279995682628516,0.9999397345130964,181094,5029371,7462785
2131000,0.005015120671193062,0.986574074074074,0.008119301534323194,0.0025012110090267907,8.759267949319568,8.0,4.324122013345362,,"GCF_020162135.1 Zymomonas mobilis strain=ZM481, ASM2016213v1",3c8ceb28ca13187dfa48770a6d971c1c,0.986574074074074,2131000,42,260330000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,262461000,31,dna,1000,262461,true,0.8561800783071943,0.9995640670277052,0.9278720726674498,0.9995640670277052,18666,5048037,7462785
2113000,0.0049727592577338995,0.9981069569332702,0.008101256098029424,0.007853234415838056,27.788999525841632,23.0,46.00663312509783,,"GCF_001314265.1 Porphyromonas gingivalis 381 strain=381, ASM131426v1",e7e266e536fc440fcfa4d2bb82cff958,1.0,2109000,43,258221000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,260330000,31,dna,1000,260330,true,0.8561186286279651,0.9999388780893981,0.9280287533586815,0.9999388780893981,58607,5106644,7462785
2030000,0.004777426073449984,1.0,0.007861482993249968,0.0084400126762328,31.02758620689655,30.0,14.59489848067769,,"GCF_900637325.1 Wolinella succinogenes strain=NCTC11488, 50569_E01",cdce2f97e9d8a510cf0ad4ea74b3868d,1.0,2030000,44,256191000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,258221000,31,dna,1000,258221,true,0.8552893174222813,1.0,0.9276446587111407,1.0,62986,5169630,7462785
1997000,0.004699763482108187,1.0,0.007794965474977654,0.013916654439327946,52.00650976464697,50.0,15.131884170993919,,"GCF_000021565.1 Persephonella marina EX-H1 strain=EX-H1, ASM2156v1",05abaf28975f70b7399c549052f64e01,1.0,1997000,45,254194000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,256191000,31,dna,1000,256191,true,0.8550549122297186,1.0,0.9275274561148593,1.0,103857,5273487,7462785
1985000,0.004671522539802078,0.9974811083123426,0.007789326262618315,0.014283541600086295,53.83585858585859,53.0,14.736638427457537,,"GCF_000015805.1 Pyrobaculum calidifontis JCM 11548 strain=JCM 11548, ASM1580v1",ad83523f64ee0e17faf8b825d5201533,1.0,1980000,46,252214000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,254194000,31,dna,1000,254194,true,0.8550349509381847,0.9999186462309229,0.9274767985845538,0.9999186462309229,106595,5380082,7462785
1979000,0.004657402068649024,0.9964628600303184,0.007818757087235444,0.015107228735652976,57.171399594320484,56.0,14.078670352453837,,"GCA_003517435.1 Chlorobium sp., ASM351743v1",3edf2e121d921fccf8e96d1287bd5e8a,1.0,1972000,47,250242000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,252214000,31,dna,1000,252214,true,0.8551389745565017,0.9998857029698232,0.9275123387631624,0.9998857029698232,112742,5492824,7462785
3519000,0.008281656331266254,0.5545454545454546,0.007800449165208078,0.015009544024114321,57.38370901639344,57.0,18.293900739754346,,"GCF_000152605.1 Sulfitobacter sp. EE-36 strain=EE-36, ASM15260v1",272eda69da90813c8c2e841e0555e5b0,0.9997159090909091,1952000,48,248290000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,250242000,31,dna,1000,250242,true,0.8550743096171394,0.9811601660798847,0.9181172378485121,0.9811601660798847,112013,5604837,7462785
1852000,0.0043585187625760444,0.9983818770226537,0.007454992146280559,0.025052309560036904,101.00486223662885,85.0,59.43672643758542,,"GCF_000018945.1 Thermotoga neapolitana DSM 4359 strain=DSM 4359, ASM1894v1",1d815f5d470aaafbbca434a2c84f7dc1,0.9989212513484358,1851000,49,246439000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,248290000,31,dna,1000,248290,true,0.853825781297692,0.9999477615724645,0.9268867714350782,0.9999477615724645,186960,5791797,7462785
1839000,0.004327924408411094,1.0,0.007462292900068577,0.008514247697072876,34.55138662316477,34.0,11.927570384256937,,"GCF_000021645.1 Dictyoglomus turgidum DSM 6724 strain=DSM 6724, ASM2164v1",85e27bbbee2de4bc1b92fdf87495eb2e,1.0,1839000,50,244600000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,246439000,31,dna,1000,246439,true,0.8538527414518491,1.0,0.9269263707259245,1.0,63540,5855337,7462785
1837000,0.004323217584693409,0.9956639566395664,0.007510220768601799,0.01480600070885065,60.14915623298857,59.0,21.273360545819802,,"GCF_000007305.1 Pyrococcus furiosus DSM 3638 strain=DSM 3638, ASM730v1",714aa2c36122b1f1c0e8400e4d236e3b,0.9956639566395664,1837000,51,242763000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,244600000,31,dna,1000,244600,true,0.8540290977627786,0.9998598333320234,0.9269444655474011,0.9998598333320234,110494,5965831,7462785
